paper_id	title	journ	pub_year	au_name
000451305400008	MORAL JUDGMENT: AN OVERLOOKED DEFICIENT DOMAIN IN MULTIPLE SCLEROSIS?	BEHAVIORAL SCIENCES	2018	AYACHE, SS; CHALAH, MA
000450612500004	INDEPENDENT ELEVATION OF PERIPHERAL OXYTOCIN CONCENTRATIONS AND REDUCTION IN COGNITIVE EMPATHY DURING 4-FLUOROAMPHETAMINE INTOXICATION	HUMAN PSYCHOPHARMACOLOGY-CLINICAL AND EXPERIMENTAL	2018	DOLDER, PC; PERNA, EBDF; MASON, NL; HUTTEN, NRPW; TOENNES, SW; THEUNISSEN, EL; RAMAEKERS, JG; KUYPERS, KPC
000449958800008	HIGH EMOTIONAL CONTAGION AND EMPATHY ARE ASSOCIATED WITH ENHANCED DETECTION OF EMOTIONAL AUTHENTICITY IN LAUGHTER	QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY	2018	NEVES, L; CORDEIRO, C; SCOTT, SK; CASTRO, SL; LIMA, CF
000448693200009	FICTION READING HAS A SMALL POSITIVE IMPACT ON SOCIAL COGNITION: A META-ANALYSIS	JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL	2018	DODELL-FEDER, D; TAMIR, DI
000448485500006	REDUCTION IN SOCIAL ANXIETY AFTER MDMA-ASSISTED PSYCHOTHERAPY WITH AUTISTIC ADULTS: A RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED PILOT STUDY	PSYCHOPHARMACOLOGY	2018	DANFORTH, AL; GROB, CS; STRUBLE, C; FEDUCCIA, AA; WALKER, N; JEROME, L; YAZAR-KLOSINSKI, B; EMERSON, A
000448093100028	REFLECTING ON GOD'S WILL: REFLECTIVE PROCESSING CONTRIBUTES TO RELIGIOUS PEOPLES' DEONTOLOGICAL DILEMMA RESPONSES	JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY	2018	MCPHETRES, J; CONWAY, P; HUGHES, JS; ZUCKERMAN, M
000445986500016	CULTURAL EMPATHY IN MIDWIFERY STUDENTS: ASSESSMENT OF AN EDUCATION PROGRAM	NURSE EDUCATION TODAY	2018	HOGAN, R; ROSSITER, C; CADING, C
000450827600001	VARIABILITY OF BURNOUT AND STRESS MEASURES IN PEDIATRIC RESIDENTS: AN EXPLORATORY SINGLE-CENTER STUDY FROM THE PEDIATRIC RESIDENT BURNOUT-RESILIENCE STUDY CONSORTIUM	JOURNAL OF EVIDENCE-BASED INTEGRATIVE MEDICINE	2018	REED, S; KEMPER, KJ; SCHWARTZ, A; BATRA, M; STAPLES, BB; SERWINT, JR; MCCLAFFERTY, H; SCHUBERT, CJ; WILSON, PM; RAKOWSKY, A; CHASE, M; MAHAN, JD
000463265100002	SCHOOL STUDENTS' BELIEFS ABOUT ABILITIES AND PERSPECTIVE-TAKING OVER TIME	LARGE-SCALE ASSESSMENTS IN EDUCATION	2018	WOLGAST, A
000448497100004	USING THE VALIDATED REFLECTIVE FUNCTIONING QUESTIONNAIRE TO INVESTIGATE MENTALIZING IN INDIVIDUALS PRESENTING WITH EATING DISORDERS WITH AND WITHOUT SELF-HARM	PEERJ	2018	CUCCHI, A; HAMPTON, JA; MOULTON-PERKINS, A
000448448700026	SEX-SPECIFIC ASSOCIATION OF A COMMON GNAS POLYMORPHISM WITH SELF-REPORTED COGNITIVE EMPATHY IN HEALTHY VOLUNTEERS	PLOS ONE	2018	HUETTER, FK; HORN, PA; SIFFERT, W
000447638200014	BUILDING LONG-TERM EMPATHY: A LARGE-SCALE COMPARISON OF TRADITIONAL AND VIRTUAL REALITY PERSPECTIVE-TAKING	PLOS ONE	2018	HERRERA, F; BAILENSON, J; WEISZ, E; OGLE, E; ZAKI, J
000447423400001	EMPATHIC COGNITIONS AFFECTED BY UNDETECTABLE SOCIAL CHEMOSIGNALS: AN EEG STUDY ON VISUALLY EVOKED EMPATHY FOR PAIN IN AN AUDITORY AND CHEMOSENSORY CONTEXT	FRONTIERS IN BEHAVIORAL NEUROSCIENCE	2018	HOENEN, M; LUBKE, KT; PAUSE, BM
000447288500001	VISUAL ENCODING OF SOCIAL CUES CONTRIBUTES TO MORAL REASONING IN AUTISM SPECTRUM DISORDER: AN EYE-TRACKING STUDY	FRONTIERS IN HUMAN NEUROSCIENCE	2018	GARON, M; D'ARC, BF; LAVALLEE, MM; ESTAY, EV; BEAUCHAMP, MH
000447197900004	THE RELATIONSHIP BETWEEN DISPOSITIONAL EMPATHY, PSYCHOLOGICAL DISTRESS, AND POSTTRAUMATIC STRESS RESPONSES AMONG JAPANESE UNIFORMED DISASTER WORKERS: A CROSS-SECTIONAL STUDY	BMC PSYCHIATRY	2018	NAGAMINE, M; SHIGEMURA, J; FUJIWARA, T; WAKI, F; TANICHI, M; SAITO, T; TODA, H; YOSHINO, A; SHIMIZU, K
000447062800001	OUT OF SIGHT OUT OF MIND: PERCEIVED PHYSICAL DISTANCE BETWEEN THE OBSERVER AND SOMEONE IN PAIN SHAPES OBSERVER'S NEURAL EMPATHIC REACTIONS	FRONTIERS IN PSYCHOLOGY	2018	LOMORIELLO, AS; MECONI, F; RINALDI, I; SESSA, P
000446133800001	PAIN MIRRORS: NEURAL CORRELATES OF OBSERVING SELF OR OTHERS' FACIAL EXPRESSIONS OF PAIN	FRONTIERS IN PSYCHOLOGY	2018	BENUZZI, F; LUI, F; ARDIZZI, M; AMBROSECCHIA, M; BALLOTTA, D; RIGHI, S; PAGNONI, G; GALLESE, V; PORRO, CA
000456664300001	META-ANALYSIS OF ERP INVESTIGATIONS OF PAIN EMPATHY UNDERLINES METHODOLOGICAL ISSUES IN ERP RESEARCH	SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE	2018	COLL, MP
000448133100014	THE SHORT-LIVED BENEFITS OF ABUSIVE SUPERVISORY BEHAVIOR FOR ACTORS: AN INVESTIGATION OF RECOVERY AND WORK ENGAGEMENT	ACADEMY OF MANAGEMENT JOURNAL	2018	QIN, X; HUANG, MP; JOHNSON, RE; HU, QJ; JU, D
000445959500008	NOT JUST BAD ACTIONS: AFFECTIVE CONCERN FOR BAD OUTCOMES CONTRIBUTES TO MORAL CONDEMNATION OF HARM IN MORAL DILEMMAS	EMOTION	2018	REYNOLDS, CJ; CONWAY, P
000450543800038	ROLE OF CONTEXT IN AFFECTIVE THEORY OF MIND IN ALZHEIMER'S DISEASE	NEUROPSYCHOLOGIA	2018	DUCLOS, H; BEJANIN, A; EUSTACHE, F; DESGRANGES, B; LAISNEY, M
000446504800002	THE DARK CORE OF PERSONALITY	PSYCHOLOGICAL REVIEW	2018	MOSHAGEN, M; HILBIG, BE; ZETTLER, I
000446863000006	EXTRAORDINARY ALTRUISTS EXHIBIT ENHANCED SELF-OTHER OVERLAP IN NEURAL RESPONSES TO DISTRESS	PSYCHOLOGICAL SCIENCE	2018	BRETHEL-HAURWITZ, KM; CARDINALE, EM; VEKARIA, KM; ROBERTSON, EL; WALITT, B; VANMETER, JW; MARSH, AA
000448405900002	PREDICTABILITY AND PROBABILITY MODULATE THE NEURAL RESPONSES TO OTHER'S PAIN: AN EVENT-RELATED POTENTIAL INVESTIGATION	BIOLOGICAL PSYCHOLOGY	2018	LIAO, C; WU, HY; GUAN, Q; LUO, YJ; CUI, F
000448065200006	TEACHING PERSPECTIVE TAKING AND COHERENCE GENERATION TO IMPROVE CROSS-GENRE WRITING SKILLS IN SECONDARY GRADES: A DETAILED EXPLANATION OF AN INTERVENTION	JOURNAL OF WRITING RESEARCH	2018	GRABOWSKI, J; MATHIEBE, M; HACHMEISTER, S; BECKER-MROTZEK, M
000447921400014	THE SHORT VERSION OF THE BASIC EMPATHY SCALE AMONG A SCHOOL SAMPLE OF PORTUGUESE YOUTHS: VALIDITY, RELIABILITY AND INVARIANCE	REVISTA IBEROAMERICANA DE DIAGNOSTICO Y EVALUACION-E AVALIACAO PSICOLOGICA	2018	PECHORRO, P; JESUS, SN; KAHN, RE; GONCALVES, RA; BARROSO, R
000446279900006	CHEERING ENHANCES INTER-BRAIN SYNCHRONIZATION BETWEEN SENSORIMOTOR AREAS OF PLAYER AND OBSERVER	JAPANESE PSYCHOLOGICAL RESEARCH	2018	KOIDE, T; SHIMADA, S
000446101800002	COMPETITIVE INTENSITY MODULATES THE PAIN EMPATHY RESPONSE: AN EVENT-RELATED POTENTIALS STUDY	FRONTIERS IN PSYCHOLOGY	2018	LUO, PC; PANG, Y; LI, BB; JIE, J; ZHUANG, MD; YANG, ST; ZHENG, XF
000445990300033	MENTALIZATION AND EMPATHY AS PREDICTORS OF VIOLENCE IN SCHIZOPHRENIC PATIENTS: COMPARISON WITH NONVIOLENT SCHIZOPHRENIC PATIENTS, VIOLENT CONTROLS AND NONVIOLENT CONTROLS	PSYCHIATRY RESEARCH	2018	KRISTOF, Z; KRESZNERITS, S; OLAH, M; GYOLLAI, A; LUKACS-MISZLER, K; HALMAI, T; FOUNTOULAKIS, KN; TENYI, T; DOME, P; GONDA, X
000445990300049	EXPLORING ANXIETY IN SCHIZOPHRENIA: NEW LIGHT ON A HIDDEN FIGURE	PSYCHIATRY RESEARCH	2018	BUONOCORE, M; BOSIA, M; BARALDI, MA; BECHI, M; SPANGARO, M; COCCHI, F; BIANCHI, L; GUGLIELMINO, C; MASTROMATTEO, AR; CAVALLARO, R
000445182800004	EXPLORING THE SOCIAL SIDE OF SELF-COMPASSION: RELATIONS WITH EMPATHY AND OUTGROUP ATTITUDES	EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY	2018	FUOCHI, G; VENEZIANI, CA; VOCI, A
000498523700008	ASSOCIATIONS BETWEEN FICTION READING, TRAIT EMPATHY AND THEORY OF MIND ABILITY	INTERNATIONAL JOURNAL OF PSYCHOLOGY AND PSYCHOLOGICAL THERAPY	2018	TABULLO, AJ; JIMENEZ, VAN; GARCIA, CS
000445125300004	ALCOHOL, GENEROSITY AND EMPATHY	JOURNAL OF BEHAVIORAL AND EXPERIMENTAL ECONOMICS	2018	FIELDING, D; KNOWLES, S; ROBERTSON, K
000444735500016	MINDFULNESS AMONG GENETIC COUNSELORS IS ASSOCIATED WITH INCREASED EMPATHY AND WORK ENGAGEMENT AND DECREASED BURNOUT AND COMPASSION FATIGUE	JOURNAL OF GENETIC COUNSELING	2018	SILVER, J; CALESHU, C; CASSON-PARKIN, S; ORMOND, K
000443367600003	WHEN IGNORANCE IS BLISS: EXPLORING PERSPECTIVE TAKING, NEGATIVE STATE AFFECT AND PERFORMANCE	SMALL GROUP RESEARCH	2018	BEERSMA, B; BECHTOLDT, MN; SCHOUTEN, ME
000443210500010	COUNTERING EMBARRASSMENT-AVOIDANCE BY TAKING AN OBSERVER'S PERSPECTIVE	MOTIVATION AND EMOTION	2018	JIANG, L; DROLET, A; SCOTT, CA
000442704800020	SACRIFICIAL UTILITARIAN JUDGMENTS DO REFLECT CONCERN FOR THE GREATER GOOD: CLARIFICATION VIA PROCESS DISSOCIATION AND THE JUDGMENTS OF PHILOSOPHERS	COGNITION	2018	CONWAY, P; GOLDSTEIN-GREENWOOD, J; POLACEK, D; GREENE, JD
000445639700029	WHOSE EMOTION IS IT? MEASURING SELF-OTHER DISCRIMINATION IN ROMANTIC RELATIONSHIPS DURING AN EMOTIONAL EVALUATION PARADIGM	PLOS ONE	2018	MEIXNER, F; HERBERT, C
000445299000001	LET'S READ A POEM! WHAT TYPE OF POETRY BOOSTS CREATIVITY?	FRONTIERS IN PSYCHOLOGY	2018	OSOWIECKA, M; KOLANCZYK, A
000445837400001	PSYCHOMETRIC PROPERTIES OF THE CHINESE VERSION OF THE EMPATHY QUOTIENT AMONG CHINESE MINORITY COLLEGE STUDENTS	ANNALS OF GENERAL PSYCHIATRY	2018	ZHANG, YJ; XIANG, JY; WEN, JL; BIAN, W; SUN, LB; BAI, ZR
000447224900058	PERSPECTIVE TAKING CAN PROMOTE SHORT-TERM INCLUSIONARY BEHAVIOR TOWARD SYRIAN REFUGEES	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2018	ADIDA, CL; LO, A; PLATAS, MR
000444545800084	TURNING OFF THE EMPATHY SWITCH: LOWER EMPATHIC CONCERN FOR THE VICTIM LEADS TO UTILITARIAN CHOICES OF ACTION	PLOS ONE	2018	TAKAMATSU, R
000444471700001	VALIDATION OF THE JEFFERSON SCALE OF PHYSICIAN EMPATHY IN SPANISH MEDICAL STUDENTS WHO PARTICIPATED IN AN EARLY CLERKSHIP IMMERSION PROGRAMME	BMC MEDICAL EDUCATION	2018	BLANCO, JM; CABALLERO, F; GARCIA, FJ; LORENZO, F; MONGE, D
000444168800001	INTERACTING TIMESCALES IN PERSPECTIVE-TAKING	FRONTIERS IN PSYCHOLOGY	2018	DALE, R; GALATI, A; ALVIAR, C; KALLENS, PC; RAMIREZ-ARISTIZABAL, AG; TABATABAEIAN, M; VINSON, DW
000444087500012	DISTINCT MENTAL TRAININGS DIFFERENTIALLY AFFECT ALTRUISTICALLY MOTIVATED, NORM MOTIVATED, AND SELF-REPORTED PROSOCIAL BEHAVIOUR	SCIENTIFIC REPORTS	2018	BOCKLER, A; TUSCHE, A; SCHMIDT, P; SINGER, T
000466603900006	WHAT THE SILENT PAUSE REVEALS ON THE COGNITIVE ACCESSIBILITY OF A REFERENT AND THE LINGUISTIC AGING?	LANGAGES	2018	ROUSIER-VERCRUYSSEN, L; LACHERET-DUJOUR, A; FOSSARD, M
000458407400008	THE FACTORIAL STRUCTURE OF A 15-ITEM VERSION OF THE ITALIAN EMPATHY QUOTIENT SCALE	EUROPEAN JOURNAL OF PSYCHOLOGICAL ASSESSMENT	2018	SENESE, VP; DE NICOLA, A; PASSARO, A; RUGGIERO, G
000437968500001	SHYNESS AND ONLINE PROSOCIAL BEHAVIOR: A STUDY ON MULTIPLE MEDIATION MECHANISMS	COMPUTERS IN HUMAN BEHAVIOR	2018	GUO, QK; SUN, P; LI, L
000436910900022	PSYCHOPATHIC TRAITS AND POLITICS: EXAMINING AFFILIATION, SUPPORT OF POLITICAL ISSUES, AND THE ROLE OF EMPATHY	PERSONALITY AND INDIVIDUAL DIFFERENCES	2018	PRESTON, OC; ANESTIS, JC
000436910900034	RELIGION AND MORAL SELF-IMAGE: THE CONTRIBUTIONS OF PROSOCIAL BEHAVIOR, SOCIALLY DESIRABLE RESPONDING, AND PERSONALITY	PERSONALITY AND INDIVIDUAL DIFFERENCES	2018	WARD, SJ; KING, LA
000445983700076	METACOGNITION IN SCHIZOPHRENIA DISORDERS: COMPARISONS WITH COMMUNITY CONTROLS AND BIPOLAR DISORDER: REPLICATION WITH A SPANISH LANGUAGE CHILEAN SAMPLE	PSYCHIATRY RESEARCH	2018	LYSAKER, PH; IRARRAZAVAL, L; GAGEN, EC; ARMIJO, I; BALLERINI, M; MANCINI, M; STANGHELLINI, G
000440558800001	VALUE CO-CREATION IN ONLINE HEALTHCARE COMMUNITIES: THE IMPACT OF PATIENTS' REFERENCE FRAMES ON CURE AND CARE	PSYCHOLOGY & MARKETING	2018	VAN OERLE, S; LIEVENS, A; MAHR, D
000444933200002	ROLE OF EMPATHY AND ALTRUISM IN ORGAN DONATION DECISIONMAKING AMONG NURSING AND PARAMEDIC STUDENTS	TRANSPLANTATION PROCEEDINGS	2018	MILANIAK, I; WILCZEK-RUZYCZKA, E; PRZYBYLOWSKI, P
000446861100019	EVALUATION OF EMPHATHY IN LIVING KIDNEY DONORS	NEFROLOGIA	2018	COSTA-REQUENA, G; MORESO, FJ; TORRES, IB; PARRAMON, G; SERON, D
000446150400007	ANIMAL ABUSE AS AN OUTCOME OF POOR EMOTION REGULATION: A PRELIMINARY CONCEPTUALIZATION	AGGRESSION AND VIOLENT BEHAVIOR	2018	PARFITT, CH; ALLEYNE, E
000444273100009	WHY DOES FRANK UNDERWOOD LOOK AT US? CONTEMPORARY HEROES SUGGEST THE NEED OF A TURN IN THE CONCEPTUALIZATION OF FICTIONAL EMPATHY	JOURNAL OF LITERARY THEORY	2018	SALGARO, M; VAN TOURHOUT, B
000441119200007	CREATION AND VALIDATION OF AN ENGLISH-LANGUAGE VERSION OF THE MULTIFACETED EMPATHY TEST (MET)	JOURNAL OF PSYCHOPATHOLOGY AND BEHAVIORAL ASSESSMENT	2018	FOELL, J; BRISLIN, SJ; DRISLANE, LE; DZIOBEK, I; PATRICK, CJ
000442527600010	PUTTING A GOOD FACE ON TOUCH: FACIAL EXPRESSION REFLECTS THE AFFECTIVE VALENCE OF CARESS-LIKE TOUCH ACROSS MODALITIES	BIOLOGICAL PSYCHOLOGY	2018	MAYO, LM; LINDE, J; OLAUSSON, H; HEILIG, M; MORRISON, I
000441971700004	IS RESTORATIVE JUSTICE CONFERENCING APPROPRIATE FOR YOUTH OFFENDERS?	CRIMINOLOGY & CRIMINAL JUSTICE	2018	SUZUKI, M; WOOD, WR
000441438400011	POSTTRAUMATIC STRESS SYMPTOMATOLOGY FOLLOWING EXPOSURE TO PERCEIVED TRAUMATIC PERINATAL EVENTS WITHIN THE MIDWIFERY PROFESSION: THE IMPACT OF TRAIT EMOTIONAL INTELLIGENCE	JOURNAL OF ADVANCED NURSING	2018	NIGHTINGALE, S; SPIBY, H; SHEEN, K; SLADE, P
000441401700003	WHITES FOR RACIAL JUSTICE: HOW CONTACT WITH BLACK AMERICANS PREDICTS SUPPORT FOR COLLECTIVE ACTION AMONG WHITE AMERICANS	GROUP PROCESSES & INTERGROUP RELATIONS	2018	SELVANATHAN, HP; TECHAKESARI, P; TROPP, LR; BARLOW, FK
000438467800057	TRACKING EMOTIONS IN THE BRAIN - REVISITING THE EMPATHIC ACCURACY TASK	NEUROIMAGE	2018	MACKES, NK; GOLM, D; O'DALY, OG; SARKAR, S; SONUGA-BARKE, EJS; FAIRCHILD, G; MEHTA, MA
000443388900030	VIRTUAL REALITY PERSPECTIVE-TAKING INCREASES COGNITIVE EMPATHY FOR SPECIFIC OTHERS	PLOS ONE	2018	VAN LOON, A; BAILENSON, J; ZAKI, J; BOSTICK, J; WILLER, R
000442870300035	DECIDING FOR OTHERS AS A NEUTRAL PARTY RECRUITS RISK-NEUTRAL PERSPECTIVE-TAKING: MODEL-BASED BEHAVIORAL AND FMRI EXPERIMENTS	SCIENTIFIC REPORTS	2018	OGAWA, A; UESHIMA, A; INUKAI, K; KAMEDA, T
000442151800001	HOW MANY PATIENTS ARE REQUIRED TO PROVIDE A HIGH LEVEL OF RELIABILITY IN THE JAPANESE VERSION OF THE CARE MEASURE? A SECONDARY ANALYSIS	BMC FAMILY PRACTICE	2018	MATSUHISA, T; TAKAHASHI, N; AOMATSU, M; TAKAHASHI, K; NISHINO, J; BAN, N; MERCER, SW
000441738000017	SYMPTOM SEVERITY AND MINDREADING IN NARCISSISTIC PERSONALITY DISORDER	PLOS ONE	2018	BILOTTA, E; CARCIONE, A; FERA, T; MORONI, F; NICOLO, G; PEDONE, R; PELLECCHIA, G; SEMERARI, A; COLLE, L
000441053500001	THE OXTR SINGLE-NUCLEOTIDE POLYMORPHISM RS53576 MODERATES THE IMPACT OF CHILDHOOD MALTREATMENT ON EMPATHY FOR SOCIAL PAIN IN FEMALE PARTICIPANTS: EVIDENCE FOR DIFFERENTIAL SUSCEPTIBILITY	FRONTIERS IN PSYCHIATRY	2018	FLASBECK, V; MOSER, D; KUMSTA, R; BRUNE, M
000442003600008	PARTNERS-BASED HIV TREATMENT FOR SEROCONCORDANT COUPLES ATTENDING ANTENATAL AND POSTNATAL CARE IN RURAL MOZAMBIQUE: A CLUSTER RANDOMIZED TRIAL PROTOCOL	CONTEMPORARY CLINICAL TRIALS	2018	AUDET, CM; GRAVES, E; BARRETO, E; DE SCHACHT, C; GONG, W; SHEPHERD, BE; ABOOBACAR, A; GONZALEZ-CALVO, L; ALVIM, MF; ALIYU, MH; KIPP, AM; JORDAN, H; AMICO, KR; DIEMER, M; CIARANELLO, A; DUGDALE, C; VERMUND, SH; VAN ROMPAEY, S
000444364000022	TOURISTS' VALUES AND EMPATHIC ATTITUDE TOWARD SUSTAINABLE DEVELOPMENT IN TOURISM	ECOLOGICAL ECONOMICS	2018	ADONGO, CA; TAALE, F; ADAM, I
000439776200006	"THE UNIQUE EFFECTS OF BLATANT DEHUMANIZATION ON ATTITUDES AND BEHAVIOR TOWARDS MUSLIM REFUGEES DURING THE EUROPEAN ""REFUGEE CRISIS' ACROSS FOUR COUNTRIES"	EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY	2018	BRUNEAU, E; KTEILY, N; LAUSTSEN, L
000440568400008	LEARNING MORAL VALUES: ANOTHER'S DESIRE TO PUNISH ENHANCES ONE'S OWN PUNITIVE BEHAVIOR	JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL	2018	FELDMANHALL, O; OTTO, AR; PHELPS, EA
000441681800004	INTERPERSONAL EMOTION REGULATION: IMPLICATIONS FOR AFFILIATION, PERCEIVED SUPPORT, RELATIONSHIPS, AND WELL-BEING	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	2018	WILLIAMS, WC; MORELLI, SA; ONG, DC; ZAKI, J
000439389200020	INTERPERSONAL MINDFULNESS: INVESTIGATING MINDFULNESS IN INTERPERSONAL INTERACTIONS, CO-RUMINATION, AND FRIENDSHIP QUALITY	MINDFULNESS	2018	PRATSCHER, SD; ROSE, AJ; MARKOVITZ, L; BETTENCOURT, A
000450540800045	ANTERIOR INSULA LESIONS AND ALEXITHYMIA REDUCE THE ENDORSEMENTS OF EVERYDAY ALTRUISTIC ATTITUDES	NEUROPSYCHOLOGIA	2018	CHAU, A; ZHONG, WT; GORDON, B; KRUEGER, F; GRAFMAN, J
000440954900004	BENCHMARKING THE PHYSICAL THERAPIST ACADEMIC ENVIRONMENT TO UNDERSTAND THE STUDENT EXPERIENCE	PHYSICAL THERAPY	2018	SHIELDS, RK; DUDLEY-JAVOROSKI, S; SASS, KJ; BECKER, M
000442977700021	AN INTEGRATIVE REVIEW OF THE ENJOYMENT OF SADNESS ASSOCIATED WITH MUSIC	PHYSICS OF LIFE REVIEWS	2018	EEROLA, T; VUOSKOSKI, JK; PELTOLA, HR; PUTKINEN, V; SCHAFER, K
000449896000009	EMPATHY CHANGES IN NEUROCOGNITIVE DISORDERS: A REVIEW	ANNALS OF CLINICAL PSYCHIATRY	2018	BARTOCHOWSKI, Z; GATLA, S; KHOURY, R; AL-DAHHAK, R; GROSSBERG, GT
000443245700013	ASSOCIATIONS BETWEEN OXYTOCIN RECEPTOR GENE POLYMORPHISMS, EMPATHY TOWARDS ANIMALS AND IMPLICIT ASSOCIATIONS TOWARDS ANIMALS	ANIMALS	2018	CONNOR, M; LAWRENCE, AB; BROWN, SM
000442719600002	ROLE OF EMPATHY AND CUSTOMER ORIENTATION IN JOB SATISFACTION AND ORGANIZATIONAL COMMITMENT	NMIMS MANAGEMENT REVIEW	2018	SAINI, GK; PANDEY, SK; SINGH, A; KALYANARAM, G
000442114700013	INTERGROUP BIAS INFLUENCES THIRD-PARTY PUNISHMENT AND COMPENSATION: IN-GROUP RELATIONSHIPS ATTENUATE ALTRUISTIC PUNISHMENT	SOCIAL BEHAVIOR AND PERSONALITY	2018	LIU, YJ; BIAN, XH; HU, Y; CHEN, YT; LI, XZ; DI FABRIZIO, B
000440612400007	ADOLESCENTS' NEURAL RESPONSE TO SOCIAL REWARD AND REAL-WORLD EMOTIONAL CLOSENESS AND POSITIVE AFFECT	COGNITIVE AFFECTIVE & BEHAVIORAL NEUROSCIENCE	2018	FLORES, LE; ECKSTRAND, KL; SILK, JS; ALLEN, NB; AMBROSIA, M; HEALEY, KL; FORBES, EE
000440288500014	CAN THE CROWD TELL HOW I FEEL? TRAIT EMPATHY AND ETHNIC BACKGROUND IN A VISUAL PAIN JUDGMENT TASK	UNIVERSAL ACCESS IN THE INFORMATION SOCIETY	2018	MATSANGIDOU, M; OTTERBACHER, J; ANG, CS; ZAPHIRIS, P
000439762200008	EVALUATING THE RELIABILITY AND VALIDITY OF THE SELF-COMPASSION SCALE SHORT FORM ADAPTED FOR CHILDREN AGES 8-12	CHILD INDICATORS RESEARCH	2018	SUTTON, E; SCHONERT-REICHL, KA; WU, AD; LAWLOR, MS
000439934500009	RETHINKING COMPASSION: TOWARD A POLITICAL ACCOUNT OF THE PARTISAN GENDER GAP IN THE UNITED STATES	POLITICAL PSYCHOLOGY	2018	BLINDER, S; ROLFE, M
000439776200008	ASYMMETRIC GOAL CONTAGION: SOCIAL POWER ATTENUATES GOAL CONTAGION AMONG STRANGERS	EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY	2018	JIA, LL; KOH, AHQ; TAN, FM
000439321300003	SUPPORT FOR ADULTS WITH AUTISM SPECTRUM DISORDER WITHOUT INTELLECTUAL IMPAIRMENT: SYSTEMATIC REVIEW	AUTISM	2018	LORENC, T; RODGERS, M; MARSHALL, D; MELTON, H; REES, R; WRIGHT, K; SOWDEN, A
000437266200008	VIRTUAL MORALITY IN THE HELPING PROFESSIONS: SIMULATED ACTION AND RESILIENCE	BRITISH JOURNAL OF PSYCHOLOGY	2018	FRANCIS, KB; GUMMERUM, M; GANIS, G; HOWARD, IS; TERBECK, S
000438604800003	ARE CHILDREN PERCEIVED TO BE MORALLY EXCEPTIONAL? DIFFERENT SETS OF PSYCHOLOGICAL VARIABLES PREDICT ADULTS' MORAL JUDGMENTS ABOUT ADULTS AND YOUNG CHILDREN	PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN	2018	WHITE, CJM; SCHALLER, M
000440285800006	PUPIL MIMICRY PROMOTES TRUST THROUGH THE THEORY-OF-MIND NETWORK	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2018	PROCHAZKOVA, E; PROCHAZKOVA, L; GIFFIN, MR; SCHOLTE, HS; DE DREU, CKW; KRET, ME
000439942500079	VISUAL ENCODING OF SOCIAL CUES PREDICTS SOCIOMORAL REASONING	PLOS ONE	2018	GARON, M; LAVALLEE, MM; ESTAY, EV; BEAUCHAMP, MH
000439026000057	A DUAL-FMRI INVESTIGATION OF THE ITERATED ULTIMATUM GAME REVEALS THAT RECIPROCAL BEHAVIOUR IS ASSOCIATED WITH NEURAL ALIGNMENT	SCIENTIFIC REPORTS	2018	SHAW, DJ; CZEKOOVA, K; STANEK, R; MARECEK, R; URBANEK, T; SPALEK, J; KOPECKOVA, L; REZAC, J; BRAZDIL, M
000438343600066	DISTINCT BRAIN AREAS INVOLVED IN ANGER VERSUS PUNISHMENT DURING SOCIAL INTERACTIONS	SCIENTIFIC REPORTS	2018	KLIMECKI, OM; SANDER, D; VUILLEUMIER, P
000438050900060	COSTS, NEEDS, AND INTEGRATION EFFORTS SHAPE HELPING BEHAVIOR TOWARD REFUGEES	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2018	BOHM, R; THEELEN, MMP; RUSCH, H; VAN LANGE, PAM
000437904700001	SUPPRESSION OF SENSORIMOTOR ALPHA POWER ASSOCIATED WITH PAIN EXPRESSED BY AN AVATAR: A PRELIMINARY EEG STUDY	FRONTIERS IN HUMAN NEUROSCIENCE	2018	JOYAL, CC; NEVEU, SM; BOUKHALFI, T; JACKSON, PL; RENAUD, P
000457655800054	PERCEIVED ABUSE IN UNDERGRADUATE MEDICAL STUDENTS OF LAHORE, PAKISTAN: A CROSS-SECTIONAL STUDY	PAKISTAN JOURNAL OF MEDICAL & HEALTH SCIENCES	2018	UL HAQ, I; ADEEL, M; ABBAS, A; SADDIQUE, N; QAZI, AW; IQBAL, S; WAQAS, A; AHMAD, W
